Numero,Nom_intervenants,Date_seances,Num_page,Titre,Texte,Thème
1,M. le président.,01 mars 2022,2211,,,
2,M. le président.,01 mars 2022,2211,PROCÈS-VERBAL,,
3,M. le président.,01 mars 2022,2211,CANDIDATURE À UNE COMMISSION,,
4,M. le président.,01 mars 2022,2211,ALLOCUTION  DE M. LE PRÉSIDENT DU SÉNAT,,
5,M. le président.,01 mars 2022,2211,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
6,"M. Jean Castex,",01 mars 2022,2212,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
7,M. le président.,01 mars 2022,2215,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
8,M. Bruno Retailleau.,01 mars 2022,2215,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
9,M. le président.,01 mars 2022,2217,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
10,M. Patrick Kanner.,01 mars 2022,2217,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
11,M. le président.,01 mars 2022,2219,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
12,M. Olivier Cigolotti.,01 mars 2022,2219,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
13,M. Loïc Hervé.,01 mars 2022,2219,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
14,M. Olivier Cigolotti.,01 mars 2022,2219,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
15,M. le président.,01 mars 2022,2219,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
16,M. François Patriat.,01 mars 2022,2220,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
17,M. le président.,01 mars 2022,2221,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
18,M. Pierre Laurent.,01 mars 2022,2221,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
19,M. le président.,01 mars 2022,2222,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
20,M. Jean-Claude Requier.,01 mars 2022,2222,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
21,M. le président.,01 mars 2022,2223,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
22,M. Claude Malhuret.,01 mars 2022,2223,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
23,M. le président.,01 mars 2022,2225,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
24,M. Guillaume Gontard.,01 mars 2022,2225,DÉCISION DE LA RUSSIE DE FAIRE LA GUERRE À L’UKRAINE Déclaration du Gouvernement suivie d’un débat,,
