Numero,Nom_intervenants,Date_seances,Num_page,Titre,Texte,Thème
1,Mme la présidente.,03 août 2022,3308,,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
2,Mme la présidente.,03 août 2022,3308,PROCÈS-VERBAL,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
3,Mme la présidente.,03 août 2022,3308,MISES AU POINT AU SUJET DE VOTES,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
4,M. Olivier Rietmann.,03 août 2022,3308,MISES AU POINT AU SUJET DE VOTES,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
5,Mme la présidente.,03 août 2022,3308,MISES AU POINT AU SUJET DE VOTES,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
6,M. Claude Kern.,03 août 2022,3308,MISES AU POINT AU SUJET DE VOTES,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
7,Mme la présidente.,03 août 2022,3308,MISES AU POINT AU SUJET DE VOTES,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
8,Mme la présidente.,03 août 2022,3308,COMMUNICATION D’UN AVIS  SUR UN PROJET DE NOMINATION,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
9,Mme la présidente.,03 août 2022,3308,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
10,"M. Mathieu Darnaud,",03 août 2022,3308,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
11,Mme la présidente.,03 août 2022,3309,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
12,"M. Jean-François Carenco,",03 août 2022,3309,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
13,Mme la présidente.,03 août 2022,3309,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,,DISCUSSION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
14,Mme la présidente.,03 août 2022,3312,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,Article 23,PROJET DE LOI RATIFIANT L’ORDONNANCE
15,Mme la présidente.,03 août 2022,3313,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,Article 23,SUITE DE LA DISCUSSION ET ADOPTION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
16,M. Jean-Pierre Sueur.,03 août 2022,3313,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,Article 23,SUITE DE LA DISCUSSION ET ADOPTION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
17,M. Bruno Sido.,03 août 2022,3313,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,Article 23,SUITE DE LA DISCUSSION ET ADOPTION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
18,M. Jean-Pierre Sueur.,03 août 2022,3313,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,Article 23,SUITE DE LA DISCUSSION ET ADOPTION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
19,Mme la présidente.,03 août 2022,3313,SOUHAITS DE BIENVENUE  À DE JEUNES CITOYENS EN TRIBUNE,Article 23,SUITE DE LA DISCUSSION ET ADOPTION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
20,Mme la présidente.,03 août 2022,3313,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,Article 23,SUITE DE LA DISCUSSION ET ADOPTION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
21,M. Jean-Yves Roux.,03 août 2022,3313,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,Article 23,SUITE DE LA DISCUSSION ET ADOPTION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
22,Mme la présidente.,03 août 2022,3314,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,Article 23,SUITE DE LA DISCUSSION ET ADOPTION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
23,M. Jean-Pierre Sueur.,03 août 2022,3314,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,Article 23,SUITE DE LA DISCUSSION ET ADOPTION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
24,M. Teva Rohfritsch.,03 août 2022,3314,FONCTION PUBLIQUE DES COMMUNES  DE POLYNÉSIE FRANÇAISE,Article 23,SUITE DE LA DISCUSSION ET ADOPTION DES CONCLUSIONS D’UNE COMMISSION MIXTE PARITAIRE SUR UN PROJET DE LOI
