Numero,Nom_intervenants,Date_seances,Num_page,Titre,Texte,Thème
1,M. le président.,21 juillet 2022,2503,,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
2,M. le président.,21 juillet 2022,2503,PROCÈS-VERBAL,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
3,M. le président.,21 juillet 2022,2503,MISES AU POINT AU SUJET DE VOTES,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
4,M. Claude Malhuret.,21 juillet 2022,2503,MISES AU POINT AU SUJET DE VOTES,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
5,M. le président.,21 juillet 2022,2503,MISES AU POINT AU SUJET DE VOTES,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
6,Mme Nicole Duranton.,21 juillet 2022,2503,MISES AU POINT AU SUJET DE VOTES,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
7,M. le,21 juillet 2022,2503,MISES AU POINT AU SUJET DE VOTES,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
8,M. le président.,21 juillet 2022,2503,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
9,"Mme Catherine Colonna,",21 juillet 2022,2503,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
10,M. le président.,21 juillet 2022,2505,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
11,"M. Christian Cambon,",21 juillet 2022,2505,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
12,M. le président.,21 juillet 2022,2507,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
13,Mme Nicole Duranton.,21 juillet 2022,2507,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
14,M. le président.,21 juillet 2022,2508,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
15,M. Claude Malhuret.,21 juillet 2022,2508,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
16,Mme Joëlle Garriaud-Maylam.,21 juillet 2022,2508,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
17,M. Claude Malhuret.,21 juillet 2022,2508,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
18,M. le président.,21 juillet 2022,2508,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
19,M. Roger Karoutchi.,21 juillet 2022,2508,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
20,M. Rachid Temal.,21 juillet 2022,2509,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
21,M. Roger Karoutchi.,21 juillet 2022,2509,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
22,Mme Joëlle Garriaud-Maylam.,21 juillet 2022,2509,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
23,M. Roger Karoutchi.,21 juillet 2022,2509,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
24,M. le président.,21 juillet 2022,2510,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
25,M. Guillaume Gontard.,21 juillet 2022,2510,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
26,M. le président.,21 juillet 2022,2510,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
27,M. Pierre Laurent.,21 juillet 2022,2510,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
28,M. Claude Malhuret.,21 juillet 2022,2511,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
29,M. Pierre Laurent.,21 juillet 2022,2511,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
30,M. le président.,21 juillet 2022,2511,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
31,M. Philippe Folliot.,21 juillet 2022,2511,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
32,Mme Joëlle Garriaud-Maylam.,21 juillet 2022,2512,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
33,M. Philippe Folliot.,21 juillet 2022,2512,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
34,M. le président.,21 juillet 2022,2512,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
35,M. André Guiol.,21 juillet 2022,2512,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
36,M. le président.,21 juillet 2022,2513,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
37,M. Stéphane Ravier.,21 juillet 2022,2513,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
38,M. Claude Malhuret.,21 juillet 2022,2514,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
39,M. Rachid Temal.,21 juillet 2022,2514,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
40,M. le président.,21 juillet 2022,2514,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
41,M. Jean-Marc Todeschini.,21 juillet 2022,2514,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
42,M. le président.,21 juillet 2022,2515,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
43,Mme Joëlle Garriaud-Maylam.,21 juillet 2022,2515,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,ADOPTION EN PROCÉDURE ACCÉLÉRÉE D’UN PROJET DE LOI DANS LE TEXTE DE LA COMMISSION
44,M. le président.,21 juillet 2022,2516,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,PROJET DE LOI AUTORISANT LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DE LA RÉPUBLIQUE DE FINLANDE ET LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DU ROYAUME DE SUÈDE
45,Mme Joëlle Garriaud-Maylam.,21 juillet 2022,2516,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,PROJET DE LOI AUTORISANT LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DE LA RÉPUBLIQUE DE FINLANDE ET LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DU ROYAUME DE SUÈDE
46,M. le président.,21 juillet 2022,2516,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,,PROJET DE LOI AUTORISANT LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DE LA RÉPUBLIQUE DE FINLANDE ET LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DU ROYAUME DE SUÈDE
47,M. le président.,21 juillet 2022,2516,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,Article 1er,PROJET DE LOI AUTORISANT LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DE LA RÉPUBLIQUE DE FINLANDE ET LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DU ROYAUME DE SUÈDE
48,M. le président.,21 juillet 2022,2516,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,Article 2,PROJET DE LOI AUTORISANT LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DE LA RÉPUBLIQUE DE FINLANDE ET LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DU ROYAUME DE SUÈDE
49,M. le président.,21 juillet 2022,2516,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,Article 2,PROJET DE LOI AUTORISANT LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DE LA RÉPUBLIQUE DE FINLANDE ET LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DU ROYAUME DE SUÈDE
50,M. le président.,21 juillet 2022,2516,ADHÉSION DE LA FINLANDE  ET DE LA SUÈDE À L’OTAN,Article 2,PROJET DE LOI AUTORISANT LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DE LA RÉPUBLIQUE DE FINLANDE ET LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DU ROYAUME DE SUÈDE
51,M. le président.,21 juillet 2022,2516,ORDRE DU JOUR,Article 2,PROJET DE LOI AUTORISANT LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DE LA RÉPUBLIQUE DE FINLANDE ET LA RATIFICATION DU PROTOCOLE AU TRAITÉ DE L’ATLANTIQUE NORD SUR L’ACCESSION DU ROYAUME DE SUÈDE
